N_Jobs_Total: 3024
N_Runs: 275
Job: 1112, N_Quanta: 16, epsilon: 0.886, NT_per_Second: 200, mem_slope: 0.05
Job: 1113, N_Quanta: 16, epsilon: 0.886, NT_per_Second: 400, mem_slope: 0.05
Job: 1114, N_Quanta: 16, epsilon: 0.886, NT_per_Second: 800, mem_slope: 0.05
Job: 1115, N_Quanta: 16, epsilon: 0.886, NT_per_Second: 1600, mem_slope: 0.05
Job: 1116, N_Quanta: 16, epsilon: 0.886, NT_per_Second: 3200, mem_slope: 0.05
Job: 1117, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 12, mem_slope: 0.05
Job: 1118, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 25, mem_slope: 0.05
Job: 1119, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 50, mem_slope: 0.05
Job: 1120, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 100, mem_slope: 0.05
Job: 1121, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 200, mem_slope: 0.05
Job: 1122, N_Quanta: 32, epsilon: 0.886, NT_per_Second: 400, mem_slope: 0.05
