N_Jobs_Total: 3024
N_Runs: 275
Job: 573, N_Quanta: 256, epsilon: 0.978, NT_per_Second: 400, mem_slope: 0.025
Job: 574, N_Quanta: 256, epsilon: 0.978, NT_per_Second: 800, mem_slope: 0.025
Job: 575, N_Quanta: 256, epsilon: 0.978, NT_per_Second: 1600, mem_slope: 0.025
Job: 576, N_Quanta: 256, epsilon: 0.978, NT_per_Second: 3200, mem_slope: 0.025
Job: 577, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.025
Job: 578, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.025
Job: 579, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.025
Job: 580, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.025
Job: 581, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.025
Job: 582, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.025
Job: 583, N_Quanta: 2, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.025
