N_Jobs_Total: 2450
N_Runs: 82
Job: 1171, N_Quanta: 45, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1172, N_Quanta: 46, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1173, N_Quanta: 47, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1174, N_Quanta: 48, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1175, N_Quanta: 49, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1176, N_Quanta: 50, epsilon: 0.54, NT_per_Second: 800, mem_slope: 0.2
Job: 1177, N_Quanta: 2, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1178, N_Quanta: 3, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1179, N_Quanta: 4, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1180, N_Quanta: 5, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1181, N_Quanta: 6, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1182, N_Quanta: 7, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1183, N_Quanta: 8, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1184, N_Quanta: 9, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1185, N_Quanta: 10, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1186, N_Quanta: 11, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1187, N_Quanta: 12, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1188, N_Quanta: 13, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1189, N_Quanta: 14, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1190, N_Quanta: 15, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1191, N_Quanta: 16, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1192, N_Quanta: 17, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1193, N_Quanta: 18, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1194, N_Quanta: 19, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1195, N_Quanta: 20, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1196, N_Quanta: 21, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1197, N_Quanta: 22, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1198, N_Quanta: 23, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1199, N_Quanta: 24, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
Job: 1200, N_Quanta: 25, epsilon: 0.52, NT_per_Second: 800, mem_slope: 0.2
