N_Jobs_Total: 3024
N_Runs: 275
Job: 2993, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 200, mem_slope: 0.8
Job: 2994, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 400, mem_slope: 0.8
Job: 2995, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 800, mem_slope: 0.8
Job: 2996, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 1600, mem_slope: 0.8
Job: 2997, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 3200, mem_slope: 0.8
Job: 2998, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 12, mem_slope: 0.8
Job: 2999, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 25, mem_slope: 0.8
Job: 3000, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 50, mem_slope: 0.8
Job: 3001, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 100, mem_slope: 0.8
Job: 3002, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 200, mem_slope: 0.8
Job: 3003, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 400, mem_slope: 0.8
