N_Jobs_Total: 144
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.AdaptiveDiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
156.44 secs, 2 evals, 1 steps, improv/step: 1.000 (last = 1.0000), fitness=44.962922221
302.49 secs, 4 evals, 2 steps, improv/step: 1.000 (last = 1.0000), fitness=25.069530155
454.01 secs, 6 evals, 3 steps, improv/step: 0.667 (last = 0.0000), fitness=25.069530155
597.19 secs, 8 evals, 4 steps, improv/step: 0.750 (last = 1.0000), fitness=5.629050264
675.42 secs, 9 evals, 5 steps, improv/step: 0.600 (last = 0.0000), fitness=5.629050264
732.16 secs, 11 evals, 6 steps, improv/step: 0.667 (last = 1.0000), fitness=5.629050264
886.75 secs, 13 evals, 7 steps, improv/step: 0.714 (last = 1.0000), fitness=5.629050264
1029.03 secs, 15 evals, 8 steps, improv/step: 0.625 (last = 0.0000), fitness=5.629050264
1181.02 secs, 17 evals, 9 steps, improv/step: 0.667 (last = 1.0000), fitness=5.629050264
1317.33 secs, 19 evals, 10 steps, improv/step: 0.700 (last = 1.0000), fitness=3.300716911
1423.12 secs, 21 evals, 11 steps, improv/step: 0.727 (last = 1.0000), fitness=3.300716911
1497.38 secs, 22 evals, 12 steps, improv/step: 0.750 (last = 1.0000), fitness=3.300716911
1652.24 secs, 24 evals, 13 steps, improv/step: 0.769 (last = 1.0000), fitness=3.300716911
1704.24 secs, 26 evals, 14 steps, improv/step: 0.714 (last = 0.0000), fitness=3.300716911
1764.92 secs, 27 evals, 15 steps, improv/step: 0.733 (last = 1.0000), fitness=3.300716911
1922.98 secs, 29 evals, 16 steps, improv/step: 0.750 (last = 1.0000), fitness=3.300716911
2033.65 secs, 31 evals, 17 steps, improv/step: 0.765 (last = 1.0000), fitness=3.300716911
2184.19 secs, 33 evals, 18 steps, improv/step: 0.778 (last = 1.0000), fitness=3.300716911
2252.11 secs, 34 evals, 19 steps, improv/step: 0.789 (last = 1.0000), fitness=3.300716911
2389.85 secs, 36 evals, 20 steps, improv/step: 0.750 (last = 0.0000), fitness=3.300716911
2541.87 secs, 38 evals, 21 steps, improv/step: 0.714 (last = 0.0000), fitness=3.300716911
