N_Jobs_Total: 144
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.AdaptiveDiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
25.95 secs, 2 evals, 1 steps, fitness=2.862625417
49.86 secs, 4 evals, 2 steps, fitness=1.890317471
71.30 secs, 6 evals, 3 steps, improv/step: 0.333 (last = 1.0000), fitness=1.890317471
97.20 secs, 8 evals, 4 steps, improv/step: 0.500 (last = 1.0000), fitness=1.890317471
122.81 secs, 10 evals, 5 steps, improv/step: 0.600 (last = 1.0000), fitness=1.890317471
134.30 secs, 11 evals, 6 steps, improv/step: 0.500 (last = 0.0000), fitness=1.890317471
152.09 secs, 13 evals, 7 steps, improv/step: 0.429 (last = 0.0000), fitness=1.890317471
175.25 secs, 15 evals, 8 steps, improv/step: 0.375 (last = 0.0000), fitness=1.890317471
196.35 secs, 17 evals, 9 steps, improv/step: 0.444 (last = 1.0000), fitness=1.890317471
209.02 secs, 18 evals, 10 steps, improv/step: 0.500 (last = 1.0000), fitness=1.890317471
233.08 secs, 20 evals, 11 steps, improv/step: 0.545 (last = 1.0000), fitness=1.890317471
256.69 secs, 22 evals, 12 steps, improv/step: 0.583 (last = 1.0000), fitness=1.890317471
281.85 secs, 24 evals, 13 steps, improv/step: 0.538 (last = 0.0000), fitness=1.890317471
307.04 secs, 26 evals, 14 steps, improv/step: 0.500 (last = 0.0000), fitness=1.890317471
331.58 secs, 28 evals, 15 steps, improv/step: 0.533 (last = 1.0000), fitness=1.890317471
352.25 secs, 30 evals, 16 steps, improv/step: 0.500 (last = 0.0000), fitness=1.869125630
374.59 secs, 32 evals, 17 steps, improv/step: 0.529 (last = 1.0000), fitness=1.869125630
399.66 secs, 34 evals, 18 steps, improv/step: 0.500 (last = 0.0000), fitness=1.869125630
424.55 secs, 36 evals, 19 steps, improv/step: 0.526 (last = 1.0000), fitness=1.869125630
449.72 secs, 38 evals, 20 steps, improv/step: 0.550 (last = 1.0000), fitness=1.869125630
475.48 secs, 40 evals, 21 steps, improv/step: 0.524 (last = 0.0000), fitness=1.795046795
493.26 secs, 42 evals, 22 steps, improv/step: 0.500 (last = 0.0000), fitness=1.795046795
507.57 secs, 44 evals, 23 steps, improv/step: 0.522 (last = 1.0000), fitness=1.795046795
520.22 secs, 45 evals, 24 steps, improv/step: 0.500 (last = 0.0000), fitness=1.795046795
545.45 secs, 47 evals, 25 steps, improv/step: 0.480 (last = 0.0000), fitness=1.795046795
571.80 secs, 49 evals, 26 steps, improv/step: 0.500 (last = 1.0000), fitness=1.795046795
591.54 secs, 51 evals, 27 steps, improv/step: 0.481 (last = 0.0000), fitness=1.795046795
611.01 secs, 53 evals, 28 steps, improv/step: 0.464 (last = 0.0000), fitness=1.795046795
624.35 secs, 54 evals, 29 steps, improv/step: 0.448 (last = 0.0000), fitness=1.795046795
649.38 secs, 56 evals, 30 steps, improv/step: 0.433 (last = 0.0000), fitness=1.795046795
662.42 secs, 57 evals, 31 steps, improv/step: 0.452 (last = 1.0000), fitness=1.795046795
680.21 secs, 59 evals, 32 steps, improv/step: 0.469 (last = 1.0000), fitness=1.795046795
699.40 secs, 61 evals, 33 steps, improv/step: 0.485 (last = 1.0000), fitness=1.795046795
721.91 secs, 63 evals, 34 steps, improv/step: 0.471 (last = 0.0000), fitness=1.795046795
739.81 secs, 65 evals, 35 steps, improv/step: 0.486 (last = 1.0000), fitness=1.795046795
753.04 secs, 66 evals, 36 steps, improv/step: 0.472 (last = 0.0000), fitness=1.795046795
764.48 secs, 67 evals, 37 steps, improv/step: 0.459 (last = 0.0000), fitness=1.795046795
785.66 secs, 69 evals, 38 steps, improv/step: 0.474 (last = 1.0000), fitness=1.647312087
808.54 secs, 71 evals, 39 steps, improv/step: 0.487 (last = 1.0000), fitness=1.647312087
831.70 secs, 73 evals, 40 steps, improv/step: 0.475 (last = 0.0000), fitness=1.647312087
844.69 secs, 74 evals, 41 steps, improv/step: 0.463 (last = 0.0000), fitness=1.647312087
871.30 secs, 76 evals, 42 steps, improv/step: 0.476 (last = 1.0000), fitness=1.647312087
884.43 secs, 77 evals, 43 steps, improv/step: 0.465 (last = 0.0000), fitness=1.647312087
