N_Jobs_Total: 3024
N_Runs: 275
Job: 2674, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 12, mem_slope: 0.8
Job: 2675, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 25, mem_slope: 0.8
Job: 2676, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 50, mem_slope: 0.8
Job: 2677, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 100, mem_slope: 0.8
Job: 2678, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 200, mem_slope: 0.8
Job: 2679, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 400, mem_slope: 0.8
Job: 2680, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 800, mem_slope: 0.8
Job: 2681, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 1600, mem_slope: 0.8
Job: 2682, N_Quanta: 4, epsilon: 0.978, NT_per_Second: 3200, mem_slope: 0.8
Job: 2683, N_Quanta: 8, epsilon: 0.978, NT_per_Second: 12, mem_slope: 0.8
Job: 2684, N_Quanta: 8, epsilon: 0.978, NT_per_Second: 25, mem_slope: 0.8
