N_Jobs_Total: 144
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.AdaptiveDiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
23.71 secs, 2 evals, 1 steps, fitness=4.678034219
48.62 secs, 4 evals, 2 steps, fitness=4.678034219
72.02 secs, 6 evals, 3 steps, fitness=4.678034219
95.20 secs, 8 evals, 4 steps, fitness=4.678034219
120.08 secs, 10 evals, 5 steps, improv/step: 0.200 (last = 1.0000), fitness=4.678034219
143.35 secs, 12 evals, 6 steps, improv/step: 0.167 (last = 0.0000), fitness=4.678034219
168.51 secs, 14 evals, 7 steps, improv/step: 0.286 (last = 1.0000), fitness=4.678034219
191.99 secs, 16 evals, 8 steps, improv/step: 0.375 (last = 1.0000), fitness=4.678034219
216.74 secs, 18 evals, 9 steps, improv/step: 0.444 (last = 1.0000), fitness=4.678034219
240.64 secs, 20 evals, 10 steps, improv/step: 0.400 (last = 0.0000), fitness=4.678034219
262.19 secs, 22 evals, 11 steps, improv/step: 0.455 (last = 1.0000), fitness=2.214128484
286.58 secs, 24 evals, 12 steps, improv/step: 0.500 (last = 1.0000), fitness=2.214128484
311.96 secs, 26 evals, 13 steps, improv/step: 0.538 (last = 1.0000), fitness=2.214128484
328.64 secs, 28 evals, 14 steps, improv/step: 0.500 (last = 0.0000), fitness=2.214128484
344.74 secs, 30 evals, 15 steps, improv/step: 0.467 (last = 0.0000), fitness=2.214128484
367.69 secs, 32 evals, 16 steps, improv/step: 0.438 (last = 0.0000), fitness=2.214128484
391.91 secs, 34 evals, 17 steps, improv/step: 0.412 (last = 0.0000), fitness=2.214128484
417.10 secs, 36 evals, 18 steps, improv/step: 0.389 (last = 0.0000), fitness=2.214128484
439.05 secs, 38 evals, 19 steps, improv/step: 0.368 (last = 0.0000), fitness=2.214128484
460.86 secs, 40 evals, 20 steps, improv/step: 0.350 (last = 0.0000), fitness=2.214128484
472.55 secs, 41 evals, 21 steps, improv/step: 0.381 (last = 1.0000), fitness=2.214128484
495.75 secs, 43 evals, 22 steps, improv/step: 0.409 (last = 1.0000), fitness=2.214128484
506.06 secs, 44 evals, 23 steps, improv/step: 0.435 (last = 1.0000), fitness=1.715364385
518.13 secs, 46 evals, 24 steps, improv/step: 0.417 (last = 0.0000), fitness=1.715364385
543.16 secs, 48 evals, 25 steps, improv/step: 0.400 (last = 0.0000), fitness=1.715364385
565.06 secs, 50 evals, 26 steps, improv/step: 0.423 (last = 1.0000), fitness=1.715364385
590.22 secs, 52 evals, 27 steps, improv/step: 0.407 (last = 0.0000), fitness=1.715364385
607.55 secs, 54 evals, 28 steps, improv/step: 0.393 (last = 0.0000), fitness=1.715364385
631.71 secs, 56 evals, 29 steps, improv/step: 0.414 (last = 1.0000), fitness=1.715364385
647.17 secs, 58 evals, 30 steps, improv/step: 0.433 (last = 1.0000), fitness=1.715364385
671.20 secs, 60 evals, 31 steps, improv/step: 0.419 (last = 0.0000), fitness=1.715364385
683.03 secs, 61 evals, 32 steps, improv/step: 0.438 (last = 1.0000), fitness=1.715364385
696.98 secs, 63 evals, 33 steps, improv/step: 0.424 (last = 0.0000), fitness=1.715364385
