N_Jobs_Total: 3024
N_Runs: 275
Job: 155, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.0125
Job: 156, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.0125
Job: 157, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.0125
Job: 158, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.0125
Job: 159, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.0125
Job: 160, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.0125
Job: 161, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 1600, mem_slope: 0.0125
Job: 162, N_Quanta: 4, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.0125
Job: 163, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.0125
Job: 164, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.0125
Job: 165, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.0125
