N_Jobs_Total: 3024
N_Runs: 275
Job: 1893, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.2
Job: 1894, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.2
Job: 1895, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.2
Job: 1896, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.2
Job: 1897, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.2
Job: 1898, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 1600, mem_slope: 0.2
Job: 1899, N_Quanta: 8, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.2
Job: 1900, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.2
Job: 1901, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.2
Job: 1902, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.2
Job: 1903, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.2
