N_Jobs_Total: 3024
N_Runs: 275
Job: 1508, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.1
Job: 1509, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.1
Job: 1510, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.1
Job: 1511, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 1600, mem_slope: 0.1
Job: 1512, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.1
Job: 1513, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 12, mem_slope: 0.1
Job: 1514, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 25, mem_slope: 0.1
Job: 1515, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 50, mem_slope: 0.1
Job: 1516, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 100, mem_slope: 0.1
Job: 1517, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 200, mem_slope: 0.1
Job: 1518, N_Quanta: 2, epsilon: 0.886, NT_per_Second: 400, mem_slope: 0.1
