N_Jobs_Total: 3024
N_Runs: 275
Job: 1266, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 400, mem_slope: 0.05
Job: 1267, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 800, mem_slope: 0.05
Job: 1268, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 1600, mem_slope: 0.05
Job: 1269, N_Quanta: 32, epsilon: 0.423, NT_per_Second: 3200, mem_slope: 0.05
Job: 1270, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 12, mem_slope: 0.05
Job: 1271, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 25, mem_slope: 0.05
Job: 1272, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 50, mem_slope: 0.05
Job: 1273, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 100, mem_slope: 0.05
Job: 1274, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 200, mem_slope: 0.05
Job: 1275, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 400, mem_slope: 0.05
Job: 1276, N_Quanta: 64, epsilon: 0.423, NT_per_Second: 800, mem_slope: 0.05
