N_Jobs_Total: 3024
N_Runs: 275
Job: 1926, N_Quanta: 64, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.2
Job: 1927, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.2
Job: 1928, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.2
Job: 1929, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.2
Job: 1930, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.2
Job: 1931, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.2
Job: 1932, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.2
Job: 1933, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.2
Job: 1934, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 1600, mem_slope: 0.2
Job: 1935, N_Quanta: 128, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.2
Job: 1936, N_Quanta: 256, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.2
