N_Jobs_Total: 14700
N_Runs: 60
Job: 13476, N_Quanta: 42, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13477, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13478, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13479, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13480, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13481, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13482, N_Quanta: 43, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13483, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13484, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13485, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13486, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13487, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13488, N_Quanta: 44, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13489, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13490, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13491, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13492, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13493, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13494, N_Quanta: 45, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13495, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13496, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13497, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13498, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13499, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13500, N_Quanta: 46, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13501, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13502, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13503, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13504, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13505, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13506, N_Quanta: 47, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13507, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13508, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13509, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13510, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
Job: 13511, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 200, mem_slope: 0.2
Job: 13512, N_Quanta: 48, epsilon: 0.1, NT_per_Second: 400, mem_slope: 0.2
Job: 13513, N_Quanta: 49, epsilon: 0.1, NT_per_Second: 10, mem_slope: 0.2
Job: 13514, N_Quanta: 49, epsilon: 0.1, NT_per_Second: 25, mem_slope: 0.2
Job: 13515, N_Quanta: 49, epsilon: 0.1, NT_per_Second: 50, mem_slope: 0.2
Job: 13516, N_Quanta: 49, epsilon: 0.1, NT_per_Second: 100, mem_slope: 0.2
