N_Jobs_Total: 3024
N_Runs: 275
Job: 2333, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.4
Job: 2334, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.4
Job: 2335, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 100, mem_slope: 0.4
Job: 2336, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 200, mem_slope: 0.4
Job: 2337, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 400, mem_slope: 0.4
Job: 2338, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 800, mem_slope: 0.4
Job: 2339, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 1600, mem_slope: 0.4
Job: 2340, N_Quanta: 16, epsilon: 0.949, NT_per_Second: 3200, mem_slope: 0.4
Job: 2341, N_Quanta: 32, epsilon: 0.949, NT_per_Second: 12, mem_slope: 0.4
Job: 2342, N_Quanta: 32, epsilon: 0.949, NT_per_Second: 25, mem_slope: 0.4
Job: 2343, N_Quanta: 32, epsilon: 0.949, NT_per_Second: 50, mem_slope: 0.4
