"","Subject","trial.number","Observation.id","food.loc","distract.loc","n_searches","delay","load","baiting","interval","first.search.time","first.search.loc","time.to.search","first.search","food.loc.row","food.loc.col","first.search.row","first.search.col"
"127","Flojo","3","Flojo_E1_S1_T1-5","C1","None",2,"L","1",138.36,10.2,150.76,"C3",12.4,0,"C","1","C","3"
"128","Flojo","30","Flojo_E1_S5_T1-6","B3","E3",2,"L","2",257.24,11.52,270.32,"B2",13.08,0,"B","3","B","2"
"129","Flojo","31","Flojo_E1_S6_T1-6","F3","None",1,"S","1",31.36,7.12,40.44,"F3",9.08,1,"F","3","F","3"
"130","Flojo","32","Flojo_E1_S6_T1-6","C2","F2",2,"M","2",79.32,9.16000000000001,90.36,"C1",11.04,0,"C","2","C","1"
"131","Flojo","33","Flojo_E1_S6_T1-6","A1","D1",1,"L","2",126.64,11.76,140.2,"A1",13.56,1,"A","1","A","1"
"132","Flojo","34","Flojo_E1_S6_T1-6","E3","None",3,"M","1",172.24,8.91999999999999,183.92,"E1",11.68,0,"E","3","E","1"
"133","Flojo","35","Flojo_E1_S6_T1-6","B2","None",2,"L","1",224.56,12.08,238.68,"B3",14.12,0,"B","2","B","3"
"134","Flojo","36","Flojo_E1_S6_T1-6","D1","A1",1,"S","2",275.72,7.75999999999999,285.32,"D1",9.59999999999997,1,"D","1","D","1"
"135","Flojo","4","Flojo_E1_S1_T1-5","A3","None",1,"M","1",204.44,8.56,214.88,"A3",10.44,1,"A","3","A","3"
"136","Flojo","5","Flojo_E1_S1_T1-5","E2","B3",5,"L","2",279.68,13,294.44,"E3",14.76,0,"E","2","E","3"
"137","Flojo","6","Flojo_E1_S1_T6","F1","C2",6,"M","2",41.36,9.36,52.6,"F3",11.24,0,"F","1","F","3"
"138","Flojo","7","Flojo_E1_S2_T1-5","F3","C2",1,"M","2",53.32,12.52,67.56,"F3",14.24,1,"F","3","F","3"
"139","Flojo","8","Flojo_E1_S2_T1-5","A1","None",1,"S","1",101.24,5.72,109.12,"A1",7.88000000000001,1,"A","1","A","1"
"140","Flojo","9","Flojo_E1_S2_T1-5","D1","A2",2,"L","2",147.52,13.88,163.36,"D3",15.84,0,"D","1","D","3"
"141","Inti","1","Inti_E1_S1_T1-2","A1","None",1,"L","1",30.08,10,43.92,"A1",13.84,1,"A","1","A","1"
"142","Inti","10","Inti_E1_S2_T4-6","E3","None",1,"L","1",22.68,10.92,36.36,"E3",13.68,1,"E","3","E","3"
"143","Inti","11","Inti_E1_S2_T4-6","B3","E2",2,"S","2",78.08,6.88,89.48,"B2",11.4,0,"B","3","B","2"
"144","Inti","12","Inti_E1_S2_T4-6","C2","F1",1,"L","2",140.12,12.88,155.56,"C2",15.44,1,"C","2","C","2"
"145","Inti","13","Inti_E1_S3_T1-6","D3","None",1,"L","1",30.72,11.8,45.04,"D3",14.32,1,"D","3","D","3"
"146","Inti","14","Inti_E1_S3_T1-6","A1","D1",1,"M","2",79.84,8.59999999999999,91.16,"A1",11.32,1,"A","1","A","1"
"147","Inti","15","Inti_E1_S3_T1-6","B1","E3",3,"S","2",139.92,7.64000000000001,151,"B2",11.08,0,"B","1","B","2"
"148","Inti","16","Inti_E1_S3_T1-6","C3","None",2,"S","1",190.8,7.35999999999999,200.44,"C2",9.63999999999999,0,"C","3","C","2"
"149","Inti","17","Inti_E1_S3_T1-6","E2","B3",2,"L","2",240.4,11.8,256.4,"E1",16,0,"E","2","E","1"
"150","Inti","18","Inti_E1_S3_T1-6","F2","None",1,"M","1",302.56,9.44,313.76,"F2",11.2,1,"F","2","F","2"
"151","Inti","19","Inti_E1_S4_T1-6","F1","C2",3,"L","2",38.4,11.6,53.24,"F2",14.84,0,"F","1","F","2"
"152","Inti","2","Inti_E1_S1_T1-2","F1","None",3,"S","1",82.36,5.32000000000001,90.64,"F2",8.28,0,"F","1","F","2"
"153","Inti","20","Inti_E1_S4_T1-6","A3","None",5,"L","1",116.8,11.64,131,"A1",14.2,0,"A","3","A","1"
"154","Inti","21","Inti_E1_S4_T1-6","D2","A1",1,"S","2",179.52,8,190.48,"D2",10.96,1,"D","2","D","2"
"155","Inti","22","Inti_E1_S4_T1-6","C2","None",2,"S","1",223.6,7.03999999999999,233.28,"C1",9.68000000000001,0,"C","2","C","1"
"156","Inti","23","Inti_E1_S4_T1-6","B1","E1",3,"M","2",292.2,9.75999999999999,304.56,"B2",12.36,0,"B","1","B","2"
"157","Inti","24","Inti_E1_S4_T1-6","E3","None",4,"M","1",364.04,8.75999999999999,375.2,"E2",11.16,0,"E","3","E","2"
"158","Inti","25","Inti_E1_S5_T1-6","C3","F3",4,"M","2",46.08,8.88,57.68,"C2",11.6,0,"C","3","C","2"
"159","Inti","26","Inti_E1_S5_T1-6","D1","None",3,"M","1",115.24,8.88000000000001,126,"D2",10.76,0,"D","1","D","2"
"160","Inti","27","Inti_E1_S5_T1-6","A3","None",2,"L","1",215.92,11.48,232.72,"A2",16.8,0,"A","3","A","2"
"161","Inti","28","Inti_E1_S5_T1-6","F2","None",2,"S","1",275.76,7.04000000000002,285.84,"F3",10.08,0,"F","2","F","3"
"162","Inti","29","Inti_E1_S5_T1-6","B2","E1",1,"L","2",329.4,12.44,344.96,"B2",15.56,1,"B","2","B","2"
"163","Inti","3","Inti_E1_S1_T3-6","C3","F2",3,"L","2",34.44,11.44,48.64,"C1",14.2,0,"C","3","C","1"
"164","Inti","30","Inti_E1_S5_T1-6","E1","B2",2,"S","2",457.96,8,473.8,"E3",15.84,0,"E","1","E","3"
"165","Inti","31","Inti_E1_S6_T1-6","B2","E2",1,"M","2",36.96,9.36,48.8,"B2",11.84,1,"B","2","B","2"
"166","Inti","32","Inti_E1_S6_T1-6","C1","F1",2,"S","2",92.8,7.04000000000001,105.68,"C3",12.88,0,"C","1","C","3"
"167","Inti","33","Inti_E1_S6_T1-6","D1","A1",2,"L","2",156.16,11.44,170.24,"D3",14.08,0,"D","1","D","3"
"168","Inti","34","Inti_E1_S6_T1-6","E3","None",1,"L","1",206.56,11.68,220.84,"E3",14.28,1,"E","3","E","3"
"169","Inti","35","Inti_E1_S6_T1-6","A3","None",1,"S","1",249.8,6.88,259,"A3",9.19999999999999,1,"A","3","A","3"
"170","Inti","36","Inti_E1_S6_T1-6","F2","None",2,"M","1",284.24,9.19999999999999,295.84,"F3",11.6,0,"F","2","F","3"
"171","Inti","4","Inti_E1_S1_T3-6","E3","None",1,"M","1",84.76,7.55999999999999,94.44,"E3",9.67999999999999,1,"E","3","E","3"
"172","Inti","5","Inti_E1_S1_T3-6","B2","E1",1,"S","2",137,6.36000000000001,145.76,"B2",8.75999999999999,1,"B","2","B","2"
"173","Inti","6","Inti_E1_S1_T3-6","D2","A3",2,"M","2",189.16,10.52,201.8,"D3",12.64,0,"D","2","D","3"
"174","Inti","7","Inti_E1_S2_T1-3","F2","C2",2,"M","2",40.36,10.56,54.56,"F3",14.2,0,"F","2","F","3"
"175","Inti","8","Inti_E1_S2_T1-3","D1","None",1,"S","1",105,6.23999999999999,113.16,"D1",8.16,1,"D","1","D","1"
"176","Inti","9","Inti_E1_S2_T1-3","A1","None",1,"M","1",140.68,8.12,151.76,"A1",11.08,1,"A","1","A","1"
"177","Luna","1","Luna_E1_S1_T1-6","F2","None",1,"L","1",35.52,10.8,50.24,"F2",14.72,1,"F","2","F","2"
"178","Luna","10","Luna_E1_S2_T1-6","D3","A2",1,"L","2",189.04,12.84,203.88,"D3",14.84,1,"D","3","D","3"
"179","Luna","11","Luna_E1_S2_T1-6","E1","None",1,"S","1",238.68,7.12,249.16,"E1",10.48,1,"E","1","E","1"
"180","Luna","12","Luna_E1_S2_T1-6","B3","None",1,"M","1",292.44,8.60000000000002,303.56,"B3",11.12,1,"B","3","B","3"
"181","Luna","13","Luna_E1_S3_T1-6","F2","C2",2,"L","2",25.24,11.44,39,"F3",13.76,0,"F","2","F","3"
"182","Luna","14","Luna_E1_S3_T1-6","C2","None",3,"L","1",90.36,12.56,105.56,"C3",15.2,0,"C","2","C","3"
"183","Luna","15","Luna_E1_S3_T1-6","A1","None",1,"M","1",140.4,9.12,153.2,"A1",12.8,1,"A","1","A","1"
"184","Luna","16","Luna_E1_S3_T1-6","D3","A1",1,"S","2",189.96,9.19999999999999,201.88,"D3",11.92,1,"D","3","D","3"
"185","Luna","17","Luna_E1_S3_T1-6","B1","None",3,"S","1",243.64,8,254.8,"B3",11.16,0,"B","1","B","3"
"186","Luna","18","Luna_E1_S3_T1-6","E3","B3",5,"M","2",315.36,9.75999999999999,328.08,"E1",12.72,0,"E","3","E","1"
"187","Luna","2","Luna_E1_S1_T1-6","E1","B2",2,"M","2",139.04,9.08000000000001,150.8,"E2",11.76,0,"E","1","E","2"
"188","Luna","3","Luna_E1_S1_T1-6","B3","E2",1,"L","2",210.76,11.56,224.68,"B3",13.92,1,"B","3","B","3"
"189","Luna","4","Luna_E1_S1_T1-6","C1","F2",1,"S","2",289.92,6.91999999999996,300.56,"C1",10.64,1,"C","1","C","1"
"190","Luna","5","Luna_E1_S1_T1-6","D3","None",2,"S","1",349.32,6.12,358.24,"D2",8.92000000000002,0,"D","3","D","2"
"191","Luna","6","Luna_E1_S1_T1-6","A2","None",1,"M","1",397.08,9.08000000000004,408.16,"A2",11.08,1,"A","2","A","2"
"192","Luna","7","Luna_E1_S2_T1-6","C2","None",1,"L","1",19.24,11.88,33.24,"C2",14,1,"C","2","C","2"
"193","Luna","8","Luna_E1_S2_T1-6","F2","C3",1,"M","2",73.48,9.39999999999999,85.32,"F2",11.84,1,"F","2","F","2"
"194","Luna","9","Luna_E1_S2_T1-6","A1","D3",1,"S","2",129.28,6.91999999999999,138.44,"A1",9.16,1,"A","1","A","1"
"195","Matoury","1","Matoury_E1_S1_T1-6","C2","None",1,"M","1",38.72,5.72,46.48,"C2",7.76,1,"C","2","C","2"
"196","Matoury","10","Matoury_E1_S2_T1-6","C3","F3",1,"S","2",180.84,8.52000000000001,191.52,"C3",10.68,1,"C","3","C","3"
"197","Matoury","11","Matoury_E1_S2_T1-6","D1","A1",1,"L","2",241,12.4,255.56,"A1",14.56,1,"D","1","A","1"
"198","Matoury","12","Matoury_E1_S2_T1-6","F3","None",1,"L","1",343.52,10.56,356.2,"F3",12.68,1,"F","3","F","3"
"199","Matoury","13","Matoury_E1_S3_T1-6","B2","None",1,"L","1",35.36,10.64,47.72,"B2",12.36,1,"B","2","B","2"
"200","Matoury","14","Matoury_E1_S3_T1-6","D2","None",1,"S","1",78.72,4.92,86.6,"D2",7.88,1,"D","2","D","2"
"201","Matoury","15","Matoury_E1_S3_T1-6","F1","None",1,"M","1",121.12,8.75999999999999,131.6,"F1",10.48,1,"F","1","F","1"
"202","Matoury","16","Matoury_E1_S3_T1-6","B2","E3",3,"S","2",169.08,6.19999999999999,177.56,"E2",8.47999999999999,0,"B","2","E","2"
"203","Matoury","17","Matoury_E1_S3_T1-6","C3","F1",4,"M","2",219.64,11.52,233.68,"C2",14.04,0,"C","3","C","2"
"204","Matoury","18","Matoury_E1_S3_T1-6","A3","D1",1,"L","2",288.28,12.92,303.96,"A3",15.68,1,"A","3","A","3"
"205","Matoury","19","Matoury_E1_S4_T1-6","A2","None",1,"S","1",38.36,6.88,46.88,"A2",8.52,1,"A","2","A","2"
"206","Matoury","2","Matoury_E1_S1_T1-6","B2","None",1,"L","1",82.12,10.52,95.16,"B2",13.04,1,"B","2","B","2"
"207","Matoury","20","Matoury_E1_S4_T1-6","C2","None",1,"M","1",75.16,7.8,84.52,"C2",9.36,1,"C","2","C","2"
"208","Matoury","21","Matoury_E1_S4_T1-6","B1","E2",1,"S","2",121.36,7.16000000000001,130.28,"B1",8.92,1,"B","1","B","1"
"209","Matoury","22","Matoury_E1_S4_T1-6","F3","C2",3,"L","2",179.28,12.96,194.4,"F2",15.12,0,"F","3","F","2"
"210","Matoury","23","Matoury_E1_S4_T1-6","D3","None",2,"L","1",238,10.8,250.44,"D2",12.44,0,"D","3","D","2"
"211","Matoury","24","Matoury_E1_S4_T1-6","E1","B3",2,"M","2",285.4,8.88,295.84,"E2",10.44,0,"E","1","E","2"
"212","Matoury","25","Matoury_E1_S5_T1-6","B2","None",1,"S","1",30.8,5.84,38.08,"B2",7.28,1,"B","2","B","2"
"213","Matoury","26","Matoury_E1_S5_T1-6","A2","None",1,"L","1",67.96,10.88,80.64,"A2",12.68,1,"A","2","A","2"
"214","Matoury","27","Matoury_E1_S5_T1-6","E1","B1",1,"M","2",119.16,9.36000000000001,131,"E1",11.84,1,"E","1","E","1"
"215","Matoury","28","Matoury_E1_S5_T1-6","D3","A2",2,"S","2",234.92,8.28,244.88,"D2",9.96000000000001,0,"D","3","D","2"
"216","Matoury","29","Matoury_E1_S5_T1-6","F3","C2",1,"L","2",291.68,11.48,305.24,"F3",13.56,1,"F","3","F","3"
"217","Matoury","3","Matoury_E1_S1_T1-6","F1","C3",1,"M","2",138.12,11.28,151.64,"F1",13.52,1,"F","1","F","1"
"218","Matoury","30","Matoury_E1_S5_T1-6","C1","None",1,"M","1",339.24,7.88,348.68,"C1",9.44,1,"C","1","C","1"
"219","Matoury","31","Matoury_E1_S6_T1-6","A1","None",1,"S","1",26.24,6.16,34.4,"A1",8.16,1,"A","1","A","1"
"220","Matoury","32","Matoury_E1_S6_T1-6","E3","B1",3,"M","2",83.68,11.36,97.08,"E1",13.4,0,"E","3","E","1"
"221","Matoury","33","Matoury_E1_S6_T1-6","B2","None",1,"M","1",137.28,7.68000000000001,146.8,"B2",9.52000000000001,1,"B","2","B","2"
"222","Matoury","34","Matoury_E1_S6_T1-6","D1","A2",1,"L","2",189.96,11.68,203.4,"D1",13.44,1,"D","1","D","1"
"223","Matoury","35","Matoury_E1_S6_T1-6","C3","None",1,"L","1",243.04,11.92,256.32,"C3",13.28,1,"C","3","C","3"
"224","Matoury","36","Matoury_E1_S6_T1-6","F2","C3",2,"S","2",289.12,7.31999999999999,298.76,"F3",9.63999999999999,0,"F","2","F","3"
"225","Matoury","4","Matoury_E1_S1_T1-6","A1","None",1,"S","1",188.04,6.28,196.04,"A1",8,1,"A","1","A","1"
"226","Matoury","5","Matoury_E1_S1_T1-6","D3","A2",3,"L","2",236.6,15.24,254.4,"D2",17.8,0,"D","3","D","2"
"227","Matoury","6","Matoury_E1_S1_T1-6","E3","B3",2,"S","2",297.32,8.28000000000003,307.64,"E2",10.32,0,"E","3","E","2"
"228","Matoury","7","Matoury_E1_S2_T1-6","B2","E1",2,"M","2",34,10.84,46.64,"B1",12.64,0,"B","2","B","1"
"229","Matoury","8","Matoury_E1_S2_T1-6","E2","None",1,"S","1",79.92,6.23999999999999,88.04,"E2",8.12,1,"E","2","E","2"
"230","Matoury","9","Matoury_E1_S2_T1-6","D1","None",1,"M","1",132.32,8.56,142.56,"D1",10.24,1,"D","1","D","1"
"231","Ruben","1","Ruben_E1_S1_T1-6","D1","A2",2,"M","2",38.52,9,50.2,"D3",11.68,0,"D","1","D","3"
"232","Ruben","10","Ruben_E1_S2_T1-6","F2","C3",2,"L","2",207.32,20.88,230.36,"F3",23.04,0,"F","2","F","3"
"233","Ruben","11","Ruben_E1_S2_T1-6","A1","D2",2,"M","2",290.84,9,301.76,"A3",10.92,0,"A","1","A","3"
"234","Ruben","12","Ruben_E1_S2_T1-6","C1","None",1,"M","1",335.32,9.31999999999999,346.84,"C1",11.52,1,"C","1","C","1"
"235","Ruben","13","Ruben_E1_S3_T1-6","E3","None",1,"M","1",29.04,9.12,39.96,"E3",10.92,1,"E","3","E","3"
"236","Ruben","14","Ruben_E1_S3_T1-6","F1","C2",1,"L","2",77,11.48,90.52,"F1",13.52,1,"F","1","F","1"
"237","Ruben","15","Ruben_E1_S3_T1-6","B3","None",2,"L","1",124.48,12.8,140,"B1",15.52,0,"B","3","B","1"
"238","Ruben","16","Ruben_E1_S3_T1-6","C2","F2",1,"S","2",179.24,8.28,189.32,"C2",10.08,1,"C","2","C","2"
"239","Ruben","17","Ruben_E1_S3_T1-6","A2","D1",3,"M","2",239.8,8.91999999999999,252.8,"A1",13,0,"A","2","A","1"
"240","Ruben","18","Ruben_E1_S3_T1-6","D1","None",1,"S","1",389.84,7.32000000000005,399.56,"D1",9.72000000000003,1,"D","1","D","1"
"241","Ruben","19","Ruben_E1_S4_T1-6","A3","D3",1,"M","2",34,9.32,45.6,"A3",11.6,1,"A","3","A","3"
"242","Ruben","2","Ruben_E1_S1_T1-6","B3","None",1,"M","1",84.72,8.72,95.68,"B3",10.96,1,"B","3","B","3"
"243","Ruben","20","Ruben_E1_S4_T1-6","F1","C2",1,"S","2",97.4,6.72,106,"F1",8.59999999999999,1,"F","1","F","1"
"244","Ruben","21","Ruben_E1_S4_T1-6","B3","E3",1,"L","2",155.52,12.56,170.08,"B3",14.56,1,"B","3","B","3"
"245","Ruben","22","Ruben_E1_S4_T1-6","C2","None",1,"M","1",203.92,9.28,214.96,"C2",11.04,1,"C","2","C","2"
