N_Jobs_Total: 2450
N_Runs: 82
Job: 1651, N_Quanta: 35, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1652, N_Quanta: 36, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1653, N_Quanta: 37, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1654, N_Quanta: 38, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1655, N_Quanta: 39, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1656, N_Quanta: 40, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1657, N_Quanta: 41, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1658, N_Quanta: 42, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1659, N_Quanta: 43, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1660, N_Quanta: 44, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1661, N_Quanta: 45, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1662, N_Quanta: 46, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1663, N_Quanta: 47, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1664, N_Quanta: 48, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1665, N_Quanta: 49, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1666, N_Quanta: 50, epsilon: 0.34, NT_per_Second: 800, mem_slope: 0.2
Job: 1667, N_Quanta: 2, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1668, N_Quanta: 3, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1669, N_Quanta: 4, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1670, N_Quanta: 5, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1671, N_Quanta: 6, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1672, N_Quanta: 7, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1673, N_Quanta: 8, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1674, N_Quanta: 9, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1675, N_Quanta: 10, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1676, N_Quanta: 11, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1677, N_Quanta: 12, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1678, N_Quanta: 13, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1679, N_Quanta: 14, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
Job: 1680, N_Quanta: 15, epsilon: 0.32, NT_per_Second: 800, mem_slope: 0.2
