N_Jobs_Total: 14700
N_Runs: 60
Job: 5146, N_Quanta: 26, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5147, N_Quanta: 26, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5148, N_Quanta: 26, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5149, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5150, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5151, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5152, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5153, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5154, N_Quanta: 27, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5155, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5156, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5157, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5158, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5159, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5160, N_Quanta: 28, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5161, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5162, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5163, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5164, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5165, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5166, N_Quanta: 29, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5167, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5168, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5169, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5170, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5171, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5172, N_Quanta: 30, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5173, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5174, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5175, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5176, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5177, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5178, N_Quanta: 31, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5179, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5180, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5181, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5182, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5183, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5184, N_Quanta: 32, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5185, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5186, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5187, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5188, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5189, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5190, N_Quanta: 33, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5191, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5192, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5193, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5194, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5195, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5196, N_Quanta: 34, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5197, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5198, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5199, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5200, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5201, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5202, N_Quanta: 35, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5203, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5204, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5205, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5206, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5207, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5208, N_Quanta: 36, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5209, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5210, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5211, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5212, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5213, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5214, N_Quanta: 37, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5215, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5216, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5217, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5218, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5219, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5220, N_Quanta: 38, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5221, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5222, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5223, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5224, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5225, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5226, N_Quanta: 39, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5227, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5228, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5229, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5230, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5231, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5232, N_Quanta: 40, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5233, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5234, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5235, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5236, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5237, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5238, N_Quanta: 41, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5239, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5240, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5241, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5242, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5243, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5244, N_Quanta: 42, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5245, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5246, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5247, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5248, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5249, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5250, N_Quanta: 43, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5251, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5252, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5253, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5254, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5255, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5256, N_Quanta: 44, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5257, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5258, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5259, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5260, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5261, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5262, N_Quanta: 45, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5263, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5264, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5265, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5266, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5267, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5268, N_Quanta: 46, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5269, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5270, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5271, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5272, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5273, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5274, N_Quanta: 47, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5275, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5276, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5277, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5278, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
Job: 5279, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 200, mem_slope: 0.2
Job: 5280, N_Quanta: 48, epsilon: 0.66, NT_per_Second: 400, mem_slope: 0.2
Job: 5281, N_Quanta: 49, epsilon: 0.66, NT_per_Second: 10, mem_slope: 0.2
Job: 5282, N_Quanta: 49, epsilon: 0.66, NT_per_Second: 25, mem_slope: 0.2
Job: 5283, N_Quanta: 49, epsilon: 0.66, NT_per_Second: 50, mem_slope: 0.2
Job: 5284, N_Quanta: 49, epsilon: 0.66, NT_per_Second: 100, mem_slope: 0.2
