N_Jobs_Total: 19502
N_Runs: 98
Job: 11401, N_Quanta: 18, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11402, N_Quanta: 18, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11403, N_Quanta: 19, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11404, N_Quanta: 19, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11405, N_Quanta: 20, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11406, N_Quanta: 20, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11407, N_Quanta: 21, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11408, N_Quanta: 21, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11409, N_Quanta: 22, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11410, N_Quanta: 22, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11411, N_Quanta: 23, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11412, N_Quanta: 23, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11413, N_Quanta: 24, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11414, N_Quanta: 24, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11415, N_Quanta: 25, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11416, N_Quanta: 25, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11417, N_Quanta: 26, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11418, N_Quanta: 26, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11419, N_Quanta: 27, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11420, N_Quanta: 27, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11421, N_Quanta: 28, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11422, N_Quanta: 28, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11423, N_Quanta: 29, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11424, N_Quanta: 29, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11425, N_Quanta: 30, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11426, N_Quanta: 30, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11427, N_Quanta: 31, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11428, N_Quanta: 31, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11429, N_Quanta: 32, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11430, N_Quanta: 32, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11431, N_Quanta: 33, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11432, N_Quanta: 33, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11433, N_Quanta: 34, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11434, N_Quanta: 34, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11435, N_Quanta: 35, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11436, N_Quanta: 35, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11437, N_Quanta: 36, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11438, N_Quanta: 36, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11439, N_Quanta: 37, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11440, N_Quanta: 37, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11441, N_Quanta: 38, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11442, N_Quanta: 38, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11443, N_Quanta: 39, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11444, N_Quanta: 39, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11445, N_Quanta: 40, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11446, N_Quanta: 40, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11447, N_Quanta: 41, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11448, N_Quanta: 41, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11449, N_Quanta: 42, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11450, N_Quanta: 42, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11451, N_Quanta: 43, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11452, N_Quanta: 43, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11453, N_Quanta: 44, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11454, N_Quanta: 44, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11455, N_Quanta: 45, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11456, N_Quanta: 45, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11457, N_Quanta: 46, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11458, N_Quanta: 46, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11459, N_Quanta: 47, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11460, N_Quanta: 47, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11461, N_Quanta: 48, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11462, N_Quanta: 48, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11463, N_Quanta: 49, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11464, N_Quanta: 49, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11465, N_Quanta: 50, epsilon: 0.42, NT_per_Second: 25, mem_slope: 0.2
Job: 11466, N_Quanta: 50, epsilon: 0.42, NT_per_Second: 50, mem_slope: 0.2
Job: 11467, N_Quanta: 2, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11468, N_Quanta: 2, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11469, N_Quanta: 3, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11470, N_Quanta: 3, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11471, N_Quanta: 4, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11472, N_Quanta: 4, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11473, N_Quanta: 5, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11474, N_Quanta: 5, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11475, N_Quanta: 6, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11476, N_Quanta: 6, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11477, N_Quanta: 7, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11478, N_Quanta: 7, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11479, N_Quanta: 8, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11480, N_Quanta: 8, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11481, N_Quanta: 9, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11482, N_Quanta: 9, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11483, N_Quanta: 10, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11484, N_Quanta: 10, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11485, N_Quanta: 11, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11486, N_Quanta: 11, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11487, N_Quanta: 12, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11488, N_Quanta: 12, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11489, N_Quanta: 13, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11490, N_Quanta: 13, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11491, N_Quanta: 14, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11492, N_Quanta: 14, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11493, N_Quanta: 15, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11494, N_Quanta: 15, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11495, N_Quanta: 16, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11496, N_Quanta: 16, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11497, N_Quanta: 17, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11498, N_Quanta: 17, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11499, N_Quanta: 18, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11500, N_Quanta: 18, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11501, N_Quanta: 19, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11502, N_Quanta: 19, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11503, N_Quanta: 20, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
Job: 11504, N_Quanta: 20, epsilon: 0.415, NT_per_Second: 50, mem_slope: 0.2
Job: 11505, N_Quanta: 21, epsilon: 0.415, NT_per_Second: 25, mem_slope: 0.2
