N_Jobs_Total: 2450
N_Runs: 82
Job: 1351, N_Quanta: 29, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1352, N_Quanta: 30, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1353, N_Quanta: 31, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1354, N_Quanta: 32, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1355, N_Quanta: 33, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1356, N_Quanta: 34, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1357, N_Quanta: 35, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1358, N_Quanta: 36, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1359, N_Quanta: 37, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1360, N_Quanta: 38, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1361, N_Quanta: 39, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1362, N_Quanta: 40, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1363, N_Quanta: 41, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1364, N_Quanta: 42, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1365, N_Quanta: 43, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1366, N_Quanta: 44, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1367, N_Quanta: 45, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1368, N_Quanta: 46, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1369, N_Quanta: 47, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1370, N_Quanta: 48, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1371, N_Quanta: 49, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1372, N_Quanta: 50, epsilon: 0.46, NT_per_Second: 800, mem_slope: 0.2
Job: 1373, N_Quanta: 2, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1374, N_Quanta: 3, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1375, N_Quanta: 4, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1376, N_Quanta: 5, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1377, N_Quanta: 6, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1378, N_Quanta: 7, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1379, N_Quanta: 8, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
Job: 1380, N_Quanta: 9, epsilon: 0.44, NT_per_Second: 800, mem_slope: 0.2
