N_Jobs_Total: 3024
N_Runs: 275
Job: 2938, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 100, mem_slope: 0.8
Job: 2939, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 200, mem_slope: 0.8
Job: 2940, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 400, mem_slope: 0.8
Job: 2941, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 800, mem_slope: 0.8
Job: 2942, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 1600, mem_slope: 0.8
Job: 2943, N_Quanta: 128, epsilon: 0.744, NT_per_Second: 3200, mem_slope: 0.8
Job: 2944, N_Quanta: 256, epsilon: 0.744, NT_per_Second: 12, mem_slope: 0.8
Job: 2945, N_Quanta: 256, epsilon: 0.744, NT_per_Second: 25, mem_slope: 0.8
Job: 2946, N_Quanta: 256, epsilon: 0.744, NT_per_Second: 50, mem_slope: 0.8
Job: 2947, N_Quanta: 256, epsilon: 0.744, NT_per_Second: 100, mem_slope: 0.8
Job: 2948, N_Quanta: 256, epsilon: 0.744, NT_per_Second: 200, mem_slope: 0.8
