N_Jobs_Total: 144
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.AdaptiveDiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
152.98 secs, 2 evals, 1 steps, fitness=18.894626352
270.19 secs, 4 evals, 2 steps, fitness=18.894626352
378.02 secs, 6 evals, 3 steps, fitness=18.894626352
482.69 secs, 8 evals, 4 steps, improv/step: 0.250 (last = 1.0000), fitness=13.061903748
595.27 secs, 10 evals, 5 steps, improv/step: 0.200 (last = 0.0000), fitness=13.061903748
741.32 secs, 12 evals, 6 steps, improv/step: 0.333 (last = 1.0000), fitness=13.061903748
854.50 secs, 14 evals, 7 steps, improv/step: 0.286 (last = 0.0000), fitness=4.792164407
1007.52 secs, 16 evals, 8 steps, improv/step: 0.250 (last = 0.0000), fitness=4.792164407
1123.33 secs, 18 evals, 9 steps, improv/step: 0.222 (last = 0.0000), fitness=1.627966136
1264.26 secs, 20 evals, 10 steps, improv/step: 0.300 (last = 1.0000), fitness=1.627966136
1359.78 secs, 22 evals, 11 steps, improv/step: 0.364 (last = 1.0000), fitness=1.627966136
1470.70 secs, 24 evals, 12 steps, improv/step: 0.417 (last = 1.0000), fitness=1.627966136
1633.85 secs, 26 evals, 13 steps, improv/step: 0.462 (last = 1.0000), fitness=1.627966136
1733.87 secs, 28 evals, 14 steps, improv/step: 0.429 (last = 0.0000), fitness=1.627966136
1802.78 secs, 29 evals, 15 steps, improv/step: 0.400 (last = 0.0000), fitness=1.627966136
1879.65 secs, 30 evals, 16 steps, improv/step: 0.375 (last = 0.0000), fitness=1.627966136
2043.67 secs, 32 evals, 17 steps, improv/step: 0.412 (last = 1.0000), fitness=1.627966136
2192.79 secs, 34 evals, 18 steps, improv/step: 0.389 (last = 0.0000), fitness=1.627966136
2306.05 secs, 36 evals, 19 steps, improv/step: 0.368 (last = 0.0000), fitness=1.627966136
2466.95 secs, 38 evals, 20 steps, improv/step: 0.400 (last = 1.0000), fitness=1.627966136
2624.04 secs, 40 evals, 21 steps, improv/step: 0.381 (last = 0.0000), fitness=1.627966136
2758.32 secs, 42 evals, 22 steps, improv/step: 0.364 (last = 0.0000), fitness=1.627966136
2913.71 secs, 44 evals, 23 steps, improv/step: 0.348 (last = 0.0000), fitness=1.627966136
3028.87 secs, 46 evals, 24 steps, improv/step: 0.375 (last = 1.0000), fitness=1.627966136
3180.93 secs, 48 evals, 25 steps, improv/step: 0.360 (last = 0.0000), fitness=1.627966136
3330.06 secs, 50 evals, 26 steps, improv/step: 0.346 (last = 0.0000), fitness=1.627966136
3473.02 secs, 52 evals, 27 steps, improv/step: 0.333 (last = 0.0000), fitness=1.627966136
3549.61 secs, 53 evals, 28 steps, improv/step: 0.321 (last = 0.0000), fitness=1.627966136
3683.16 secs, 55 evals, 29 steps, improv/step: 0.345 (last = 1.0000), fitness=1.627966136
3820.71 secs, 57 evals, 30 steps, improv/step: 0.333 (last = 0.0000), fitness=1.627966136
3973.48 secs, 59 evals, 31 steps, improv/step: 0.323 (last = 0.0000), fitness=1.627966136
4038.49 secs, 60 evals, 32 steps, improv/step: 0.344 (last = 1.0000), fitness=1.627966136
4088.63 secs, 62 evals, 33 steps, improv/step: 0.333 (last = 0.0000), fitness=1.627966136
4217.37 secs, 64 evals, 34 steps, improv/step: 0.353 (last = 1.0000), fitness=1.627966136
4363.47 secs, 66 evals, 35 steps, improv/step: 0.371 (last = 1.0000), fitness=1.627966136
4437.89 secs, 68 evals, 36 steps, improv/step: 0.389 (last = 1.0000), fitness=1.627966136
4595.79 secs, 70 evals, 37 steps, improv/step: 0.405 (last = 1.0000), fitness=1.627966136
4727.32 secs, 72 evals, 38 steps, improv/step: 0.395 (last = 0.0000), fitness=1.627966136
4882.27 secs, 74 evals, 39 steps, improv/step: 0.410 (last = 1.0000), fitness=1.627966136
4961.34 secs, 75 evals, 40 steps, improv/step: 0.400 (last = 0.0000), fitness=1.627966136
5115.50 secs, 77 evals, 41 steps, improv/step: 0.390 (last = 0.0000), fitness=1.627966136
5261.84 secs, 79 evals, 42 steps, improv/step: 0.381 (last = 0.0000), fitness=1.627966136
5324.19 secs, 80 evals, 43 steps, improv/step: 0.395 (last = 1.0000), fitness=1.627966136
5456.44 secs, 82 evals, 44 steps, improv/step: 0.386 (last = 0.0000), fitness=1.627966136
5585.82 secs, 84 evals, 45 steps, improv/step: 0.400 (last = 1.0000), fitness=1.627966136
5662.86 secs, 85 evals, 46 steps, improv/step: 0.391 (last = 0.0000), fitness=1.627966136
5811.51 secs, 87 evals, 47 steps, improv/step: 0.404 (last = 1.0000), fitness=1.627966136
5887.01 secs, 88 evals, 48 steps, improv/step: 0.396 (last = 0.0000), fitness=1.627966136
5913.83 secs, 89 evals, 49 steps, improv/step: 0.388 (last = 0.0000), fitness=1.627966136
6068.49 secs, 91 evals, 50 steps, improv/step: 0.400 (last = 1.0000), fitness=1.627966136
6147.48 secs, 92 evals, 51 steps, improv/step: 0.392 (last = 0.0000), fitness=1.627966136
6297.51 secs, 94 evals, 52 steps, improv/step: 0.404 (last = 1.0000), fitness=1.627966136
6423.81 secs, 96 evals, 53 steps, improv/step: 0.396 (last = 0.0000), fitness=1.627966136
6580.52 secs, 98 evals, 54 steps, improv/step: 0.407 (last = 1.0000), fitness=1.627966136
6610.91 secs, 99 evals, 55 steps, improv/step: 0.400 (last = 0.0000), fitness=1.627966136
6759.42 secs, 101 evals, 56 steps, improv/step: 0.411 (last = 1.0000), fitness=1.627966136
6901.67 secs, 103 evals, 57 steps, improv/step: 0.421 (last = 1.0000), fitness=1.627966136
7026.49 secs, 105 evals, 58 steps, improv/step: 0.431 (last = 1.0000), fitness=1.627966136
7100.95 secs, 106 evals, 59 steps, improv/step: 0.441 (last = 1.0000), fitness=1.627966136
7168.76 secs, 107 evals, 60 steps, improv/step: 0.450 (last = 1.0000), fitness=1.627966136
7307.78 secs, 109 evals, 61 steps, improv/step: 0.459 (last = 1.0000), fitness=1.627966136
7354.61 secs, 110 evals, 62 steps, improv/step: 0.452 (last = 0.0000), fitness=1.627966136
7385.20 secs, 111 evals, 63 steps, improv/step: 0.444 (last = 0.0000), fitness=1.627966136
7449.49 secs, 112 evals, 64 steps, improv/step: 0.438 (last = 0.0000), fitness=1.627966136
7522.54 secs, 113 evals, 65 steps, improv/step: 0.431 (last = 0.0000), fitness=1.627966136
7583.45 secs, 114 evals, 66 steps, improv/step: 0.439 (last = 1.0000), fitness=1.627966136
7736.16 secs, 116 evals, 67 steps, improv/step: 0.448 (last = 1.0000), fitness=1.627966136
7776.34 secs, 117 evals, 68 steps, improv/step: 0.441 (last = 0.0000), fitness=1.627966136
7909.51 secs, 119 evals, 69 steps, improv/step: 0.435 (last = 0.0000), fitness=1.627966136
7983.00 secs, 120 evals, 70 steps, improv/step: 0.429 (last = 0.0000), fitness=1.627966136
8061.95 secs, 121 evals, 71 steps, improv/step: 0.423 (last = 0.0000), fitness=1.627966136
8139.64 secs, 122 evals, 72 steps, improv/step: 0.417 (last = 0.0000), fitness=1.627966136
8280.47 secs, 124 evals, 73 steps, improv/step: 0.411 (last = 0.0000), fitness=1.627966136
8318.24 secs, 125 evals, 74 steps, improv/step: 0.405 (last = 0.0000), fitness=1.627966136
8393.80 secs, 126 evals, 75 steps, improv/step: 0.413 (last = 1.0000), fitness=1.627966136
8455.16 secs, 127 evals, 76 steps, improv/step: 0.421 (last = 1.0000), fitness=1.627966136
8501.97 secs, 128 evals, 77 steps, improv/step: 0.429 (last = 1.0000), fitness=1.627966136
8614.64 secs, 130 evals, 78 steps, improv/step: 0.423 (last = 0.0000), fitness=1.627966136
8769.02 secs, 132 evals, 79 steps, improv/step: 0.418 (last = 0.0000), fitness=1.627966136
8903.95 secs, 134 evals, 80 steps, improv/step: 0.425 (last = 1.0000), fitness=1.627966136
9037.74 secs, 136 evals, 81 steps, improv/step: 0.420 (last = 0.0000), fitness=1.627966136
9191.02 secs, 138 evals, 82 steps, improv/step: 0.415 (last = 0.0000), fitness=1.627966136
9296.87 secs, 140 evals, 83 steps, improv/step: 0.410 (last = 0.0000), fitness=1.627966136
9441.71 secs, 142 evals, 84 steps, improv/step: 0.405 (last = 0.0000), fitness=1.627966136
9500.46 secs, 144 evals, 85 steps, improv/step: 0.412 (last = 1.0000), fitness=1.627966136
9557.78 secs, 145 evals, 86 steps, improv/step: 0.419 (last = 1.0000), fitness=1.352102238
9698.95 secs, 147 evals, 87 steps, improv/step: 0.425 (last = 1.0000), fitness=1.352102238
9790.94 secs, 149 evals, 88 steps, improv/step: 0.432 (last = 1.0000), fitness=1.352102238
9938.64 secs, 151 evals, 89 steps, improv/step: 0.427 (last = 0.0000), fitness=1.352102238
10013.74 secs, 152 evals, 90 steps, improv/step: 0.433 (last = 1.0000), fitness=1.352102238
10148.93 secs, 154 evals, 91 steps, improv/step: 0.440 (last = 1.0000), fitness=1.352102238
10225.65 secs, 155 evals, 92 steps, improv/step: 0.435 (last = 0.0000), fitness=1.352102238
10303.27 secs, 156 evals, 93 steps, improv/step: 0.430 (last = 0.0000), fitness=1.352102238
10440.16 secs, 158 evals, 94 steps, improv/step: 0.426 (last = 0.0000), fitness=1.352102238
10514.08 secs, 159 evals, 95 steps, improv/step: 0.421 (last = 0.0000), fitness=1.352102238
10589.71 secs, 160 evals, 96 steps, improv/step: 0.417 (last = 0.0000), fitness=1.352102238
10727.97 secs, 162 evals, 97 steps, improv/step: 0.412 (last = 0.0000), fitness=1.352102238
10799.59 secs, 163 evals, 98 steps, improv/step: 0.408 (last = 0.0000), fitness=1.352102238

Optimization stopped after 99 steps and 10862.05 seconds
Termination reason: Max time (10800.0 s) reached
Steps per second = 0.01
Function evals per second = 0.02
Improvements/step = Inf
Total function evaluations = 164


Best candidate found: [0.144988, 0.289188]

Fitness: 1.352102238

