N_Jobs_Total: 19502
N_Runs: 98
Job: 16001, N_Quanta: 15, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16002, N_Quanta: 15, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16003, N_Quanta: 16, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16004, N_Quanta: 16, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16005, N_Quanta: 17, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16006, N_Quanta: 17, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16007, N_Quanta: 18, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16008, N_Quanta: 18, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16009, N_Quanta: 19, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16010, N_Quanta: 19, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16011, N_Quanta: 20, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16012, N_Quanta: 20, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16013, N_Quanta: 21, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16014, N_Quanta: 21, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16015, N_Quanta: 22, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16016, N_Quanta: 22, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16017, N_Quanta: 23, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16018, N_Quanta: 23, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16019, N_Quanta: 24, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16020, N_Quanta: 24, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16021, N_Quanta: 25, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16022, N_Quanta: 25, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16023, N_Quanta: 26, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16024, N_Quanta: 26, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16025, N_Quanta: 27, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16026, N_Quanta: 27, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16027, N_Quanta: 28, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16028, N_Quanta: 28, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16029, N_Quanta: 29, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16030, N_Quanta: 29, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16031, N_Quanta: 30, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16032, N_Quanta: 30, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16033, N_Quanta: 31, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16034, N_Quanta: 31, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16035, N_Quanta: 32, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16036, N_Quanta: 32, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16037, N_Quanta: 33, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16038, N_Quanta: 33, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16039, N_Quanta: 34, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16040, N_Quanta: 34, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16041, N_Quanta: 35, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16042, N_Quanta: 35, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16043, N_Quanta: 36, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16044, N_Quanta: 36, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16045, N_Quanta: 37, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16046, N_Quanta: 37, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16047, N_Quanta: 38, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16048, N_Quanta: 38, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16049, N_Quanta: 39, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16050, N_Quanta: 39, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16051, N_Quanta: 40, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16052, N_Quanta: 40, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16053, N_Quanta: 41, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16054, N_Quanta: 41, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16055, N_Quanta: 42, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16056, N_Quanta: 42, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16057, N_Quanta: 43, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16058, N_Quanta: 43, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16059, N_Quanta: 44, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16060, N_Quanta: 44, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16061, N_Quanta: 45, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
Job: 16062, N_Quanta: 45, epsilon: 0.185, NT_per_Second: 50, mem_slope: 0.2
Job: 16063, N_Quanta: 46, epsilon: 0.185, NT_per_Second: 25, mem_slope: 0.2
